time,voltage,current,power,hydrogen,mode
0.5132,0.00,0.000,0.000,0.000,0
1.0141,0.00,0.000,0.000,0.000,0
1.5355,0.00,0.000,0.000,0.000,0
2.0496,0.00,0.000,0.000,0.000,0
2.5633,0.00,0.000,0.000,0.000,0
3.0634,0.00,0.000,0.000,0.000,0
3.5634,0.00,0.000,0.000,0.000,0
4.0634,0.00,0.000,0.000,0.000,0
4.5634,0.00,0.000,0.000,0.000,0
5.0634,0.00,0.000,0.000,0.000,0
5.5634,0.00,0.000,0.000,0.000,0
6.0635,0.00,0.000,0.000,0.000,0
6.5635,0.00,0.000,0.000,0.000,0
7.0635,0.00,0.000,0.000,0.000,0
7.5635,0.00,0.000,0.000,0.000,0
8.0635,0.00,0.000,0.000,0.000,0
8.5635,0.00,0.000,0.000,0.000,0
9.0635,0.00,0.000,0.000,0.000,0
9.5636,0.00,0.000,0.000,0.000,0
10.0636,0.00,0.000,0.000,0.000,0
10.5636,0.00,0.000,0.000,0.000,0
11.0751,0.00,0.000,0.000,0.000,0
11.5765,0.00,0.000,0.000,0.000,0
13.8358,0.00,0.000,0.000,0.000,0
14.3400,0.00,0.000,0.000,0.000,0
