time,voltage,current,power,hydrogen,mode
0.5140,0.00,0.000,0.000,0.000,0
1.0141,0.00,0.000,0.000,0.000,0
1.5307,0.00,0.000,0.000,0.000,0
2.0469,0.00,0.000,0.000,0.000,0
2.5614,0.00,0.000,0.000,0.000,0
3.0628,0.00,0.000,0.000,0.000,0
3.5770,0.00,0.000,0.000,0.000,0
4.0936,0.00,0.000,0.000,0.000,0
4.6106,0.00,0.000,0.000,0.000,0
5.1264,0.00,0.000,0.000,0.000,0
5.6287,0.00,0.000,0.000,0.000,0
6.1427,0.00,0.000,0.000,0.000,0
6.6439,0.00,0.000,0.000,0.000,0
7.1605,0.00,0.000,0.000,0.000,0
7.6612,0.00,0.000,0.000,0.000,0
8.1771,0.00,0.000,0.000,0.000,0
8.6772,0.00,0.000,0.000,0.000,0
9.1929,0.00,0.000,0.000,0.000,0
9.6937,0.00,0.000,0.000,0.000,0
10.2087,0.00,0.000,0.000,0.000,0
10.7092,0.00,0.000,0.000,0.000,0
11.2244,0.00,0.000,0.000,0.000,0
11.7413,0.00,0.000,0.000,0.000,0
12.2420,0.00,0.000,0.000,0.000,0
12.7584,0.00,0.000,0.000,0.000,0
13.2745,0.00,0.000,0.000,0.000,0
13.7747,0.00,0.000,0.000,0.000,0
14.2908,0.00,0.000,0.000,0.000,0
14.7909,0.00,0.000,0.000,0.000,0
15.3069,0.00,0.000,0.000,0.000,0
15.8073,0.00,0.000,0.000,0.000,0
16.3235,0.00,0.000,0.000,0.000,0
16.8236,0.00,0.000,0.000,0.000,0
17.3397,0.00,0.000,0.000,0.000,0
17.8557,0.00,0.000,0.000,0.000,0
18.3558,0.00,0.000,0.000,0.000,0
18.8718,0.00,0.000,0.000,0.000,0
19.6521,0.00,0.000,0.000,0.000,0
20.1536,0.00,0.000,0.000,0.000,0
20.6705,0.00,0.000,0.000,0.000,0
21.1710,0.00,0.000,0.000,0.000,0
21.6881,0.00,0.000,0.000,0.000,0
22.2046,0.00,0.000,0.000,0.000,0
22.7177,0.00,0.000,0.000,0.000,0
