time,voltage,current,power,hydrogen,mode
0.5069,1.91,3.997,7.634,35.494,0
1.0070,1.91,3.997,7.634,35.494,0
1.5226,1.91,3.997,7.634,35.494,0
2.0239,1.91,3.997,7.634,35.494,0
2.5368,1.91,3.997,7.634,35.494,0
3.0527,1.91,3.997,7.634,35.494,0
3.5557,1.91,3.997,7.634,35.494,0
4.0716,1.91,3.997,7.634,35.494,0
4.5868,1.91,3.997,7.634,35.494,0
5.0878,1.91,3.997,7.634,35.494,0
5.5889,1.91,3.997,7.634,35.494,0
6.1058,1.91,3.997,7.634,35.494,0
6.6194,1.91,3.997,7.634,35.494,0
7.1198,1.91,3.997,7.634,35.494,0
7.6199,1.91,3.997,7.634,35.494,0
8.1354,1.91,3.997,7.634,35.494,0
8.6529,1.91,3.997,7.634,35.494,0
9.1703,1.91,3.997,7.634,35.494,0
9.6849,1.91,3.997,7.634,35.494,0
10.1860,1.91,3.997,7.634,35.494,0
10.7010,1.91,3.997,7.634,35.494,0
11.2019,1.91,3.997,7.634,35.494,0
11.7178,1.91,3.997,7.634,35.494,0
12.2340,1.91,3.997,7.634,35.494,0
12.7351,1.91,3.997,7.634,35.494,0
13.2506,1.91,3.997,7.634,35.494,0
13.7508,1.91,3.997,7.634,35.494,0
14.2660,1.91,3.997,7.634,35.494,0
14.7678,1.91,3.997,7.634,35.494,0
15.2839,1.91,3.997,7.634,35.494,0
15.7985,1.91,3.997,7.634,35.494,0
16.3150,1.91,3.997,7.634,35.494,0
16.8165,1.91,3.997,7.634,35.494,0
17.3312,1.91,3.997,7.634,35.494,0
17.8315,1.91,3.997,7.634,35.494,0
18.3462,1.91,3.997,7.634,35.494,0
18.8480,1.91,3.997,7.634,35.494,0
19.3629,1.91,3.997,7.634,35.494,0
19.8654,1.91,3.997,7.634,35.494,0
20.3809,1.91,3.997,7.634,35.494,0
20.8976,1.91,3.997,7.634,35.494,0
21.4138,1.91,3.997,7.634,35.494,0
21.9293,1.91,3.997,7.634,35.494,0
22.4459,1.91,3.997,7.634,35.494,0
22.9615,1.91,3.997,7.634,35.494,0
23.4624,1.91,3.997,7.634,35.494,0
23.9774,1.91,3.997,7.634,35.494,0
24.4789,1.91,3.996,7.632,35.486,0
24.9934,1.91,3.997,7.634,35.494,0
25.4947,1.91,3.997,7.634,35.494,0
26.0096,1.91,3.997,7.634,35.494,0
26.5112,1.91,3.997,7.634,35.494,0
27.0275,0.00,0.038,0.000,0.337,0
27.5429,0.91,3.997,3.637,35.494,0
28.0437,1.91,3.997,7.634,35.494,0
28.5584,0.91,3.997,3.637,35.494,0
29.0597,0.91,3.997,3.637,35.494,0
29.5760,0.91,3.997,3.637,35.494,0
30.0926,0.91,3.997,3.637,35.494,0
30.6083,0.91,3.997,3.637,35.494,0
31.1087,0.91,3.997,3.637,35.494,0
31.6247,0.91,3.997,3.637,35.494,0
32.1250,0.91,3.997,3.637,35.494,0
32.6411,0.91,3.997,3.637,35.494,0
33.1411,0.91,3.997,3.637,35.494,0
33.6575,0.91,3.997,3.637,35.494,0
34.1736,0.91,3.997,3.637,35.494,0
34.6738,0.91,3.997,3.637,35.494,0
35.1900,0.91,3.997,3.637,35.494,0
35.7064,0.91,3.997,3.637,35.494,0
36.2220,0.91,3.997,3.637,35.494,0
36.7223,0.91,3.997,3.637,35.494,0
37.2392,0.91,3.997,3.637,35.494,0
37.7403,0.91,3.997,3.637,35.494,0
38.2547,0.99,0.000,0.000,0.000,0
38.7692,0.99,0.000,0.000,0.000,0
39.2699,0.99,0.000,0.000,0.000,0
