time,voltage,current,power,hydrogen,mode
0.0000,1.59,0.000,0.000,0.000,0
0.5000,1.59,0.294,0.467,2.611,0
1.0000,1.58,0.595,0.940,5.284,0
1.5000,1.58,0.895,1.414,7.948,0
2.0000,1.57,1.194,1.874,10.603,0
2.5000,1.56,1.495,2.332,13.276,0
3.0000,1.56,1.795,2.800,15.940,0
3.5000,1.55,2.095,3.247,18.604,0
4.0000,1.54,2.395,3.688,21.268,0
4.5000,1.54,2.695,4.150,23.932,0
5.0000,1.53,2.995,4.582,26.596,0
5.5000,1.53,3.295,5.041,29.260,0
6.0000,1.52,3.595,5.464,31.925,0
6.5000,1.51,3.895,5.881,34.589,0
7.0000,1.51,4.195,6.334,37.253,0
7.5000,1.50,4.496,6.744,39.926,0
8.0000,1.50,4.795,7.192,42.581,0
8.5000,1.49,5.095,7.591,45.245,0
9.0000,1.48,5.395,7.984,47.909,0
9.5000,1.48,5.696,8.430,50.582,0
10.0000,1.47,5.995,8.812,53.237,0
