time,voltage,current,power,hydrogen,mode
0.0000,1.59,0.000,0.000,0.000,0
0.5000,1.59,0.121,0.192,1.075,0
1.0000,1.59,0.245,0.389,2.176,0
1.5000,1.58,0.369,0.583,3.277,0
2.0000,1.58,0.495,0.782,4.396,0
2.5000,1.58,0.620,0.979,5.506,0
3.0000,1.57,0.745,1.169,6.616,0
3.5000,1.57,0.870,1.365,7.726,0
4.0000,1.57,0.995,1.562,8.836,0
4.5000,1.57,1.120,1.758,9.946,0
5.0000,1.56,1.244,1.940,11.047,0
5.5000,1.56,1.370,2.137,12.166,0
6.0000,1.56,1.495,2.332,13.276,0
6.5000,1.55,1.620,2.511,14.386,0
7.0000,1.55,1.745,2.704,15.496,0
7.5000,1.55,1.870,2.898,16.606,0
8.0000,1.55,1.995,3.092,17.716,0
8.5000,1.55,2.120,3.286,18.826,0
9.0000,1.54,2.245,3.457,19.936,0
9.5000,1.54,2.370,3.649,21.046,0
10.0000,1.54,2.495,3.842,22.156,0
