time,voltage,current,power,hydrogen,mode
0.0000,185314.91,0.000,0.000,0.000,0
0.5000,185303.06,0.000,0.000,0.000,0
1.0000,185314.91,0.000,0.000,0.000,0
time,voltage,current,power,hydrogen,mode
0.0000,185314.91,0.000,0.000,0.000,0
0.5000,2.99,0.000,0.000,0.000,0
time,voltage,current,power,hydrogen,mode
0.0000,185314.91,0.000,0.000,0.000,0
0.5000,2139094.75,-176852.172,0.000,-1570494.250,0
time,voltage,current,power,hydrogen,mode
0.0000,185314.91,0.000,0.000,0.000,0
0.5000,2139094.75,-176852.172,0.000,-1570494.250,0
time,voltage,current,power,hydrogen,mode
0.0000,185314.91,0.000,0.000,0.000,0
0.5000,2139094.75,-176852.172,0.000,-1570494.250,0
time,voltage,current,power,hydrogen,mode
0.0000,185314.91,0.000,0.000,0.000,0
0.5000,2.99,0.000,0.000,0.000,0
time,voltage,current,power,hydrogen,mode
0.0000,185314.91,0.000,0.000,0.000,0
0.5000,2.99,0.000,0.000,0.000,0
time,voltage,current,power,hydrogen,mode
0.0000,2139094.75,-176852.172,0.000,-1570494.250,0
0.5000,2.99,0.000,0.000,0.000,0
time,voltage,current,power,hydrogen,mode
0.0000,2.99,0.000,0.000,0.000,0
0.5000,0.01,0.000,0.000,0.000,0
time,voltage,current,power,hydrogen,mode
0.0000,0.00,0.000,0.064,0.000,0
0.5000,0.01,0.000,0.000,0.000,0
time,voltage,current,power,hydrogen,mode
0.0000,0.00,47159.707,0.000,418790.719,0
0.5000,0.01,0.000,0.000,0.000,0
time,voltage,current,power,hydrogen,mode
0.0000,0.00,47159.707,0.000,418790.719,0
0.5000,0.00,0.000,471597.062,0.000,0
time,voltage,current,power,hydrogen,mode
0.0000,0.00,47159.707,0.000,418790.719,0
0.5000,0.00,0.000,43.550,0.000,0
time,voltage,current,power,hydrogen,mode
0.0000,0.00,107794.328,0.000,957242.250,0
0.5000,0.01,0.000,0.000,0.000,0
time,voltage,current,power,hydrogen,mode
0.0000,0.00,1.641,0.000,14.574,0
0.5000,0.01,0.000,-2139095.000,0.000,0
time,voltage,current,power,hydrogen,mode
0.0000,0.00,107794.328,0.000,957242.250,0
0.5000,-1364304.12,0.000,0.000,0.000,0
