time,voltage,current,power,hydrogen,mode
0.0000,1.59,0.000,0.000,0.000,0
0.5000,1.59,0.071,0.112,0.630,0
1.0000,1.59,0.145,0.230,1.288,0
1.5000,1.59,0.220,0.349,1.954,0
2.0000,1.58,0.295,0.466,2.620,0
2.5000,1.58,0.369,0.583,3.277,0
3.0000,1.58,0.445,0.703,3.952,0
3.5000,1.58,0.520,0.821,4.618,0
4.0000,1.58,0.595,0.940,5.284,0
4.5000,1.57,0.670,1.051,5.950,0
5.0000,1.57,0.745,1.169,6.616,0
5.5000,1.57,0.820,1.287,7.282,0
6.0000,1.57,0.895,1.405,7.948,0
6.5000,1.57,0.970,1.522,8.614,0
7.0000,1.57,1.045,1.640,9.280,0
7.5000,1.57,1.120,1.758,9.946,0
8.0000,1.56,1.194,1.862,10.603,0
8.5000,1.56,1.270,1.981,11.278,0
9.0000,1.56,1.345,2.098,11.944,0
9.5000,1.56,1.420,2.215,12.610,0
10.0000,1.56,1.495,2.332,13.276,0
