time,voltage,current,power,hydrogen,mode
0.0000,2.99,0.000,0.000,0.000,0
3.0000,2.98,0.172,0.512,1.527,0
6.0000,2.98,0.347,1.034,3.081,0
9.0000,2.98,0.522,1.555,4.635,0
12.0000,2.97,0.696,2.067,6.181,0
15.0000,2.97,0.872,2.589,7.744,0
18.0000,2.97,1.046,3.106,9.289,0
21.0000,2.96,1.221,3.614,10.843,0
24.0000,2.96,1.397,4.135,12.406,0
27.0000,2.95,1.570,4.631,13.942,0
30.0000,2.95,1.746,5.150,15.505,0
33.0000,2.95,1.922,5.669,17.068,0
36.0000,2.94,2.097,6.165,18.622,0
39.0000,2.94,2.271,6.676,20.167,0
42.0000,2.94,2.447,7.194,21.730,0
45.0000,2.93,2.622,7.682,23.284,0
48.0000,2.93,2.797,8.195,24.838,0
51.0000,2.93,2.972,8.707,26.392,0
54.0000,2.92,3.146,9.186,27.937,0
57.0000,2.92,3.322,9.700,29.500,0
